topic_num,topic_label,proportion,filename,Title,Author,Article_Type,volume_num,year,issue,proportion_pct
8,Tributes and Biographies of Women,0.9928322940635569,WE_Vol36_1907_Issue3_025_RESOLUTIONS_OF_RESPECT_FOR_SISTER_ELIZABETH.txt,RESOLUTIONS OF RESPECT FOR SISTER ELIZABETH,Unknown,Resolution,36,1907,3,99.28
8,Tributes and Biographies of Women,0.9924054677915982,WE_Vol36_1907_Issue8_018_RESOLUTIONS.txt,Resolutions,"R. ALICE MCBRIDE,",Resolution,36,1907,8,99.24
9,Memoriam and Obituaries,0.952861754509509,WE_Vol37_1908_Issue7_012_IN_MEMORIAM_2.txt,IN MEMORIAM.,WOMAN’S EXPONENT,Article,37,1908,7,95.29
9,Memoriam and Obituaries,0.944627067001724,WE_Vol37_1908_Issue1_010_IN_MEMORIAM_2.txt,In Memoriam,Unknown,Article,37,1908,1,94.46
9,Memoriam and Obituaries,0.9370047803062093,WE_Vol39_1910_Issue6_025_BIOGRAPHICAL.txt,BIOGRAPHICAL.,WOMAN’S EXPONENT,Article,39,1910,6,93.7
9,Memoriam and Obituaries,0.9317436342410508,WE_Vol32_1903_Issue8_021_A_TRIBUTE_OF_LOVE_TO_MARY_A_H_BURNHAM.txt,A TRIBUTE OF LOVE TO MARY A. H. BURNHAM.,Unknown,Article,32,1903,8,93.17
9,Memoriam and Obituaries,0.9067968167283927,WE_Vol38_1909_Issue2_016_LAURA_M_HYDE_MINER.txt,LAURA M. HYDE MINER.,WOMAN’S EXPONENT,Article,38,1909,2,90.68
9,Memoriam and Obituaries,0.888888850805047,WE_Vol39_1910_Issue2_016_A_TRIBUTE.txt,A TRIBUTE,JULIA P. M. FARNSWORTH,Article,39,1910,2,88.89
9,Memoriam and Obituaries,0.8233803887669814,WE_Vol32_1903_Issue2_009_IN_MEMORIAM.txt,IN MEMORIAM.,E. B. W,Article,32,1903,2,82.34
9,Memoriam and Obituaries,0.8076260843749539,WE_Vol36_1907_Issue9_013_IN_MEMORIAM_2.txt,In Memoriam,Unknown,Article,36,1907,9,80.76
9,Memoriam and Obituaries,0.8011965637970385,WE_Vol33_1904_Issue2_009_IN_MEMORIAM.txt,IN MEMORIAM.,Unknown,Article,33,1904,2,80.12
9,Memoriam and Obituaries,0.7927566231056415,WE_Vol38_1909_Issue2_003_IN_MEMORIAM.txt,IN MEMORIAM.,E. B. W,Article,38,1909,2,79.28
9,Memoriam and Obituaries,0.7911749355241584,WE_Vol33_1904_Issue6_009_PRESIDENT_Y_L_N_M_I_A.txt,PRESIDENT Y. L. N. M. I. A.,Unknown,Article,33,1904,6,79.12
9,Memoriam and Obituaries,0.7808971007146662,WE_Vol36_1907_Issue8_003_L_D_S_WOMEN_OF_THE_PAST.txt,L. D. S. WOMEN OF THE PAST.,EMMELINE B. WELLS,Article,36,1907,8,78.09
9,Memoriam and Obituaries,0.7788891592818235,WE_Vol34_1905_Issue10_015_ELIZABETH_J_STEVENSON.txt,Elizabeth J. Stevenson,WOMAN’S EXPONENT,Article,34,1905,10,77.89
9,Memoriam and Obituaries,0.7763577873043964,WE_Vol37_1908_Issue3_004_L_D_S_WOMEN_OF_THE_PAST.txt,L. D. S. WOMEN OF THE PAST.,EMMELINE B. WELLS,Article,37,1908,3,77.64
9,Memoriam and Obituaries,0.775628351284061,WE_Vol36_1907_Issue7_002_L_D_S_WOMEN_OF_THE_PAST.txt,L. D. S. WOMEN OF THE PAST.,EMMELINE B. WELLS,Article,36,1907,7,77.56
9,Memoriam and Obituaries,0.7747450148946136,WE_Vol37_1908_Issue7_004_A_TRIBUTE_TO_SISTER_HYDE.txt,A TRIBUTE TO SISTER HYDE.,Unknown,Article,37,1908,7,77.47
9,Memoriam and Obituaries,0.7680890383253745,WE_Vol37_1908_Issue6_019_IN_MEMORIAM.txt,IN MEMORIAM.,WOMAN’S EXPONENT,Article,37,1908,6,76.81
9,Memoriam and Obituaries,0.767439983081571,WE_Vol37_1908_Issue6_011_A_TRIBUTE.txt,A TRIBUTE.,Unknown,Article,37,1908,6,76.74
9,Memoriam and Obituaries,0.7554616270370649,WE_Vol36_1907_Issue5_019_IN_MEMORIAM.txt,In Memoriam,WOMAN’S EXPONENT,Article,36,1907,5,75.55
9,Memoriam and Obituaries,0.7547839004796916,WE_Vol38_1909_Issue9_015_A_TRIBUTE.txt,A TRIBUTE.,Unknown,Article,38,1909,9,75.48
9,Memoriam and Obituaries,0.7481290181149945,WE_Vol34_1905_Issue4_017_TRULY_A_MOTHER_IN_ISRAEL.txt,TRULY A MOTHER IN ISRAEL.,Unknown,Article,34,1905,4,74.81
9,Memoriam and Obituaries,0.7432603532589659,WE_Vol39_1910_Issue3_005_A_LOVING_TRIBUTE.txt,A LOVING TRIBUTE.,WOMAN’S EXPONENT,Article,39,1910,3,74.33
9,Memoriam and Obituaries,0.739299556395341,WE_Vol37_1908_Issue5_010_MARIA_WEALTHY_RICHARDS_WILCOX_2.txt,MARIA WEALTHY RICHARDS WILCOX.,Unknown,Article,37,1908,5,73.93
9,Memoriam and Obituaries,0.7378607712240111,WE_Vol41_1912_Issue4_004_ELIZABETH_ANN_WHITNEY.txt,ELIZABETH ANN WHITNEY.,WOMAN’S EXPONENT,Article,41,1912,4,73.79
9,Memoriam and Obituaries,0.6969661372836916,WE_Vol37_1908_Issue2_010_IN_MEMORIAM.txt,IN MEMORIAM.,Unknown,Article,37,1908,2,69.7
10,Literature and Poetry,0.996060899287691,WE_Vol41_1912_Issue4_017_ONE_CHRISTMAS_EVE.txt,ONE CHRISTMAS EVE.,Unknown,Article,41,1912,4,99.61
10,Literature and Poetry,0.9950095219917177,WE_Vol35_1906_Issue6_006_A_CHRISTMAS_ROMANCE.txt,A CHRISTMAS ROMANCE.,Unknown,Article,35,1906,6,99.5
10,Literature and Poetry,0.994719938083174,WE_Vol41_1912_Issue9_002_AUNT_ESTHER_S_SWEETHEART.txt,AUNT ESTHER’S SWEETHEART.,Unknown,Article,41,1912,9,99.47
10,Literature and Poetry,0.99311024928672,WE_Vol33_1904_Issue6_005_MUSTY_LEAVES_BROWN_WITH_AGE.txt,"MUSTY LEAVES, BROWN WITH AGE.",Unknown,Article,33,1904,6,99.31
10,Literature and Poetry,0.9684864123416506,WE_Vol33_1904_Issue6_006_MUSTY_LEAVES_BROWN_WITH_AGE_2.txt,"MUSTY LEAVES, BROWN WITH AGE.",Unknown,Article,33,1904,6,96.85
10,Literature and Poetry,0.9405318103577679,WE_Vol41_1912_Issue11_004_AUNT_ESTHER_S_SWEETHEART.txt,Aunt Esther’s Sweetheart,Unknown,Article,41,1912,11,94.05
10,Literature and Poetry,0.9319342542907739,WE_Vol41_1912_Issue7_005_AN_AUDIENCE_WITH_THE_POPE.txt,AN AUDIENCE WITH THE POPE.,G. B. W,Article,41,1912,7,93.19
10,Literature and Poetry,0.9150202471632631,WE_Vol41_1912_Issue1_017_SOME_OLD_LOVE_LETTERS.txt,Some Old Love Letters,Unknown,Correspondence,41,1912,1,91.5
10,Literature and Poetry,0.9119350660603807,WE_Vol40_1911_Issue1_021_HOUSEHOLD_HINTS.txt,HOUSEHOLD HINTS.,Unknown,Article,40,1911,1,91.19
10,Literature and Poetry,0.9107686995355104,WE_Vol33_1904_Issue7_017_MUSTY_LEAVES_BROWN_WITH_AGE.txt,"MUSTY LEAVES, BROWN WITH AGE.",E. B. W,Article,33,1904,7,91.08
10,Literature and Poetry,0.8917717161111697,WE_Vol41_1912_Issue3_006_THANKSGIVING_DAY_HALF_A_CEN.txt,THANKSGIVING DAY HALF A CEN-,Unknown,Article,41,1912,3,89.18
10,Literature and Poetry,0.887266530243685,WE_Vol32_1903_Issue7_004_THE_PIONEER_CHRISTMAS.txt,THE PIONEER CHRISTMAS.,Unknown,Article,32,1903,7,88.73
10,Literature and Poetry,0.885792775816675,WE_Vol33_1904_Issue6_010_AN_ARIZONA_CHRISTMAS.txt,AN ARIZONA CHRISTMAS.,Unknown,Article,33,1904,6,88.58
10,Literature and Poetry,0.8834304034965589,WE_Vol38_1909_Issue4_024_TANTE_RORA.txt,TANTE RORA.,Unknown,Article,38,1909,4,88.34
10,Literature and Poetry,0.8775014976287502,WE_Vol37_1908_Issue7_007_GRANDMOTHER_S_FAN.txt,GRANDMOTHER’S FAN.,Unknown,Article,37,1908,7,87.75
10,Literature and Poetry,0.8698768418191364,WE_Vol32_1903_Issue7_005_THE_PIONEER_CHRISTMAS_2.txt,THE PIONEER CHRISTMAS.,Unknown,Article,32,1903,7,86.99
10,Literature and Poetry,0.864306804917142,WE_Vol40_1911_Issue6_006_AUNT_MYRAM_S_GARDEN.txt,AUNT MYRAM’S GARDEN.,"MELL C. WOODS,",Article,40,1911,6,86.43
10,Literature and Poetry,0.8615559567957075,WE_Vol35_1906_Issue6_007_A_CHRISTMAS_ROMANCE_2.txt,A CHRISTMAS ROMANCE.,Unknown,Article,35,1906,6,86.16
10,Literature and Poetry,0.8506522883682847,WE_Vol40_1911_Issue4_004_TRANSPLANTED_A_THANKSGIVING.txt,TRANSPLANTED—A THANKSGIVING,Unknown,Article,40,1911,4,85.07
10,Literature and Poetry,0.8452643488159506,WE_Vol41_1912_Issue12_014_AUNT_BETSY_S_LEGACY.txt,AUNT BETSY’S LEGACY.,Unknown,Article,41,1912,12,84.53
10,Literature and Poetry,0.8170782329912596,WE_Vol33_1904_Issue8_011_TODENFEST.txt,TODENFEST.,Unknown,Article,33,1904,8,81.71
10,Literature and Poetry,0.8085670870063517,WE_Vol40_1911_Issue4_005_TANTE_DORETTE.txt,TANTE DORETTE.,Unknown,Article,40,1911,4,80.86
10,Literature and Poetry,0.7661227841405215,WE_Vol34_1905_Issue10_008_GROWING_YOUNG.txt,GROWING YOUNG.,A. W. C,Article,34,1905,10,76.61
10,Literature and Poetry,0.7424914934405034,WE_Vol37_1908_Issue5_023_LAVENDER.txt,LAVENDER.,ETHEL WEBLING,Article,37,1908,5,74.25
10,Literature and Poetry,0.7415688787605241,WE_Vol36_1907_Issue5_021_CHRISTMAS_AGAIN.txt,Christmas Again,Unknown,Article,36,1907,5,74.16
11,Pioneer Women Legacy,0.9956959860911726,WE_Vol38_1909_Issue3_004_AUTOBIOGRAPHY.txt,Autobiography,WOMAN’S EXPONENT,Article,38,1909,3,99.57
11,Pioneer Women Legacy,0.9947607958293824,WE_Vol38_1909_Issue7_024_AUTOBIOGRAPHY.txt,AUTOBIOGRAPHY.,Unknown,Article,38,1909,7,99.48
11,Pioneer Women Legacy,0.9934084409998576,WE_Vol39_1910_Issue6_027_SKETCH_OF_JULIA_P_LINDSAY.txt,Sketch of Julia P. Lindsay,Unknown,Article,39,1910,6,99.34
11,Pioneer Women Legacy,0.9899216588740323,WE_Vol38_1909_Issue4_005_AUTOBIOGRAPHY.txt,AUTOBIOGRAPHY.,Unknown,Article,38,1909,4,98.99
11,Pioneer Women Legacy,0.9895953384109168,WE_Vol37_1908_Issue7_006_REMINISCENCES_OF_NAUVOO.txt,REMINISCENCES OF NAUVOO.,WOMAN’S EXPONENT,Article,37,1908,7,98.96
11,Pioneer Women Legacy,0.9887071643063053,WE_Vol39_1910_Issue2_014_A_SKETCH_OF_THE_LIFE_OF_EUNICE.txt,A SKETCH OF THE LIFE OF EUNICE,Unknown,Article,39,1910,2,98.87
11,Pioneer Women Legacy,0.9874508262515487,WE_Vol37_1908_Issue6_003_REMINISCENSES_OF_NAUVOO.txt,REMINISCENSES OF NAUVOO.,Unknown,Article,37,1908,6,98.75
11,Pioneer Women Legacy,0.9866053206554493,WE_Vol39_1910_Issue8_023_SKETCH_OF_JULIA_P_LINDSAY.txt,Sketch of Julia P. Lindsay,WOMAN’S EXPONENT,Article,39,1910,8,98.66
11,Pioneer Women Legacy,0.9859055339318227,WE_Vol40_1911_Issue3_009_LIFE_SKETCH.txt,LIFE SKETCH.,Unknown,Article,40,1911,3,98.59
11,Pioneer Women Legacy,0.9858423728347063,WE_Vol39_1910_Issue4_019_LUCY_WALKER_KIMBALL.txt,LUCY WALKER KIMBALL.,Unknown,Article,39,1910,4,98.58
11,Pioneer Women Legacy,0.9842026537511005,WE_Vol38_1909_Issue5_022_AUTOBIOGRAPHY.txt,AUTOBIOGRAPHY.,Unknown,Article,38,1909,5,98.42
11,Pioneer Women Legacy,0.9726363682439155,WE_Vol33_1904_Issue7_004_SKETCH_OF_THE_LIFE_OF_ELIZABETH_H.txt,SKETCH OF THE LIFE OF ELIZABETH H.,E. H. H,Article,33,1904,7,97.26
11,Pioneer Women Legacy,0.970849664764945,WE_Vol38_1909_Issue8_026_AUTOBIOGRAPHY.txt,AUTOBIOGRAPHY.,Unknown,Article,38,1909,8,97.08
11,Pioneer Women Legacy,0.9626371769552245,WE_Vol40_1911_Issue6_022_SKETCHES_FROM_THE_LIFE_OF.txt,SKETCHES FROM THE LIFE OF,Unknown,Article,40,1911,6,96.26
11,Pioneer Women Legacy,0.9543993298935501,WE_Vol38_1909_Issue2_019_AUTOBIOGRAPHY.txt,AUTOBIOGRAPHY.,WOMAN’S EXPONENT,Article,38,1909,2,95.44
11,Pioneer Women Legacy,0.9504460337882996,WE_Vol38_1909_Issue6_027_AUTOBIOGRAPHY.txt,AUTOBIOGRAPHY.,Unknown,Article,38,1909,6,95.04
11,Pioneer Women Legacy,0.9463091608365437,WE_Vol39_1910_Issue3_021_MY_TRIP_TO_MANTI.txt,MY TRIP TO MANTI.,WOMAN’S EXPONENT,Article,39,1910,3,94.63
11,Pioneer Women Legacy,0.9449053376133815,WE_Vol33_1904_Issue9_005_BIOGRAPHICAL_SKETCH.txt,BIOGRAPHICAL SKETCH.,Unknown,Article,33,1904,9,94.49
11,Pioneer Women Legacy,0.9301892638903954,WE_Vol39_1910_Issue3_020_A_SKETCH_OF_THE_LIFE_OF_EUNICE.txt,A SKETCH OF THE LIFE OF EUNICE,Unknown,Article,39,1910,3,93.02
11,Pioneer Women Legacy,0.9178339898323183,WE_Vol35_1906_Issue3_008_JOURNEY_ACROSS_THE_SEA_AND_PLAINS.txt,Journey Across the Sea and Plains,BETSY SMITH GOODWIN,Article,35,1906,3,91.78
11,Pioneer Women Legacy,0.9114971774984075,WE_Vol39_1910_Issue5_003_LUCY_WALKER_KIMBALL.txt,Lucy Walker Kimball,Unknown,Article,39,1910,5,91.15
11,Pioneer Women Legacy,0.891299254040331,WE_Vol37_1908_Issue8_016_INCIDENTS_IN_THE_LIFE_OF_LYDIA_POND.txt,INCIDENTS IN THE LIFE OF LYDIA POND,Unknown,Article,37,1908,8,89.13
11,Pioneer Women Legacy,0.8504615640122782,WE_Vol36_1907_Issue7_009_A_WOMAN_S_TESTIMONY.txt,A WOMAN'S TESTIMONY.,Unknown,Article,36,1907,7,85.05
11,Pioneer Women Legacy,0.8115006993863497,WE_Vol38_1909_Issue9_019_BRIEF_HISTORY_OF_A_FAMOUS_WOMAN.txt,Brief History of a Famous Woman,Unknown,Article,38,1909,9,81.15
11,Pioneer Women Legacy,0.7826479760071829,WE_Vol38_1909_Issue3_012_REMINISCE_CES.txt,REMINISCE CES.,WOMAN’S EXPONENT,Article,38,1909,3,78.26
12,Relief Society Organizations,0.9852796550957541,WE_Vol38_1909_Issue5_005_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,38,1909,5,98.53
12,Relief Society Organizations,0.969113430734147,WE_Vol36_1907_Issue8_014_RELIEF_SOCIETY_CONFERENCE.txt,Relief Society Conference,WOMAN’S EXPONENT,Relief Society Report,36,1907,8,96.91
12,Relief Society Organizations,0.9635838606211085,WE_Vol35_1906_Issue2_005_CONCLUDED.txt,(CONCLUDED.),"ANNIE WELLS CANNON,",Article,35,1906,2,96.36
12,Relief Society Organizations,0.9550020065813656,WE_Vol34_1905_Issue9_019_ALPINE_STAKE.txt,ALPINE STAKE.,Unknown,Article,34,1905,9,95.5
12,Relief Society Organizations,0.9323763519849617,WE_Vol32_1903_Issue5_008_INSTRUCTIONS_TO_MISSIONARIES.txt,INSTRUCTIONS TO MISSIONARIES.,"ANNIE TAYLOR HYDE,",Article,32,1903,5,93.24
12,Relief Society Organizations,0.9240418030207179,WE_Vol32_1903_Issue12_018_GENERAL_CONFERENCE_RELIEF_SOCIETY.txt,General Conference Relief Society,"ANNIE WELLS CANNON,",Relief Society Report,32,1903,12,92.4
12,Relief Society Organizations,0.9214593718207269,WE_Vol34_1905_Issue4_025_ALPINE_STAKE.txt,ALPINE STAKE.,Unknown,Article,34,1905,4,92.15
12,Relief Society Organizations,0.9148455105593696,WE_Vol36_1907_Issue6_017_ALPINE.txt,ALPINE.,Unknown,Article,36,1907,6,91.48
12,Relief Society Organizations,0.8996819239300985,WE_Vol39_1910_Issue5_020_RELIEF_SOCIETY_REPORTS_2.txt,RELIEF SOCIETY REPORTS.,Unknown,Relief Society Report,39,1910,5,89.97
12,Relief Society Organizations,0.8750480720026741,WE_Vol36_1907_Issue3_027_R_S_REPORTS.txt,R. S. REPORTS.,"LOUISE TUELLER,",Relief Society Report,36,1907,3,87.5
12,Relief Society Organizations,0.8712222625240407,WE_Vol38_1909_Issue2_020_RELIEF_SOCIETY_SCHOOL_OF.txt,RELIEF SOCIETY SCHOOL OF,"PHEBE Y. BEATIE,",Relief Society Report,38,1909,2,87.12
12,Relief Society Organizations,0.869759274356067,WE_Vol38_1909_Issue1_028_RELIEF_SOCIETY_SCHOOL_OF.txt,RELIEF SOCIETY SCHOOL OF,"PHEBE Y. BEATIE,",Relief Society Report,38,1909,1,86.98
12,Relief Society Organizations,0.8546619216936209,WE_Vol39_1910_Issue9_017_GENERAL_RELIEF_SOCIETY_CONFER.txt,GENERAL RELIEF SOCIETY CONFER-,"ANNIE WELLS CANNON,",Relief Society Report,39,1910,9,85.47
12,Relief Society Organizations,0.8497907597095388,WE_Vol35_1906_Issue8_023_R_S_REPORTS.txt,R. S. REPORTS.,"EMMA FEATHERSTONE,",Relief Society Report,35,1906,8,84.98
12,Relief Society Organizations,0.8371618209449881,WE_Vol38_1909_Issue7_021_R_S_REPORTS.txt,R. S. REPORTS.,WOMAN’S EXPONENT,Relief Society Report,38,1909,7,83.72
12,Relief Society Organizations,0.8358584110254059,WE_Vol40_1911_Issue3_021_RELIEF_SOCIETY_REPORTS_2.txt,RELIEF SOCIETY REPORTS.,"singing, “Come Let Us Anew.” Prayer",Relief Society Report,40,1911,3,83.59
12,Relief Society Organizations,0.8344688109142191,WE_Vol32_1903_Issue10_003_SALT_LAKE_STAKE_CONFERENCE.txt,Salt Lake Stake Conference,Unknown,Board/Meeting,32,1903,10,83.45
12,Relief Society Organizations,0.8147180141949654,WE_Vol36_1907_Issue4_019_BANNOCK_STAKE.txt,Bannock Stake,Unknown,Article,36,1907,4,81.47
12,Relief Society Organizations,0.814296520096216,WE_Vol40_1911_Issue8_005_GENERAL_RELIEF_SOCIETY.txt,GENERAL RELIEF SOCIETY,Mrs. Rhoda A. Lyman,Relief Society Report,40,1911,8,81.43
12,Relief Society Organizations,0.8067622387142669,WE_Vol37_1908_Issue1_012_RELIEF_SOCIETY_NURSE_CLASSES.txt,Relief Society Nurse Classes,Unknown,Relief Society Report,37,1908,1,80.68
12,Relief Society Organizations,0.8058819067163034,WE_Vol33_1904_Issue3_017_ALPINE_STAKE.txt,ALPINE STAKE.,Unknown,Article,33,1904,3,80.59
12,Relief Society Organizations,0.803482598153698,WE_Vol34_1905_Issue5_018_RELIEF_SOCIETY_ORGANIZED.txt,Relief Society Organized,Unknown,Relief Society Report,34,1905,5,80.35
12,Relief Society Organizations,0.7894099924107129,WE_Vol35_1906_Issue6_012_RELIEF_SOCIETY_REPORTS.txt,RELIEF SOCIETY REPORTS.,WOMAN’S EXPONENT,Relief Society Report,35,1906,6,78.94
12,Relief Society Organizations,0.7828744234675755,WE_Vol41_1912_Issue9_018_ONEIDA_STAKE.txt,Oneida Stake,Unknown,Article,41,1912,9,78.29
12,Relief Society Organizations,0.7789349797781329,WE_Vol35_1906_Issue1_016_GENERAL_RELIEF_SOCIETY_CONFERENCE.txt,General Relief Society Conference,Unknown,Relief Society Report,35,1906,1,77.89
